Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Emaravirus fici,1980427,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,1,0.000435227,0.000445224
Emaravirus idaeobati,1980431,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,2,0.000870455,0.000890448
Emaravirus illicii,3059980,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,6,0.00261136,0.00267134
Emaravirus kiwii,2660760,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,2,0.000870455,0.000890448
Emaravirus parkinsoniae,2845754,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,15,0.00652841,0.00667836
Emaravirus perillae,2845802,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,7,0.00304659,0.00311657
Emaravirus populi,2843741,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,4,0.00174091,0.0017809
Emaravirus quercus,2955857,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,2,0.000870455,0.000890448
Emaravirus rosae,1980433,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,8,0.00348182,0.00356179
Emaravirus rubi,2734418,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,7,0.00304659,0.00311657
Emaravirus sorbi,2955858,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,4,0.00174091,0.0017809
Emaravirus syringae,2845511,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,4,0.00174091,0.0017809
Emaravirus toordali,1980430,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,3,0.00130568,0.00133567
Emaravirus tritici,1980428,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,4,0.00174091,0.0017809
Emaravirus vitis,3059982,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,1,0.000435227,0.000445224
Emaravirus ziziphi,2845033,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,2,0.000870455,0.000890448
Emcearvirus gerard,2955859,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Kyanoviridae;Emcearvirus,19,0.00826932,0.00845926
Emdodecavirus M12,1980946,Viruses;Uroviricota;Caudoviricetes;;;Emdodecavirus,8,0.00348182,0.00356179
Emdodecavirus N3,1980947,Viruses;Uroviricota;Caudoviricetes;;;Emdodecavirus,81,0.0352534,0.0360632
Emirosevirus emirose,3428472,Viruses;Uroviricota;Caudoviricetes;;;Emirosevirus,23,0.0100102,0.0102402
Emnonavirus phiM9,3059983,Viruses;Uroviricota;Caudoviricetes;;Pootjesviridae;Emnonavirus,45,0.0195852,0.0200351
Emperorvirus emperor,3059984,Viruses;Uroviricota;Caudoviricetes;;;Emperorvirus,67,0.0291602,0.02983
Emperorvirus sallyspecial,3059985,Viruses;Uroviricota;Caudoviricetes;;;Emperorvirus,239,0.104019,0.106409
Enamovirus AEV,1770265,Viruses;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Enamovirus,1,0.000435227,0.000445224
Enamovirus CVEV,3428480,Viruses;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Enamovirus,5,0.00217614,0.00222612
Enamovirus GEV,3428481,Viruses;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;Enamovirus,1,0.000435227,0.000445224
Enchivirus Enc34,2955860,Viruses;Uroviricota;Caudoviricetes;;Casjensviridae;Enchivirus,19,0.00826932,0.00845926
Endlipuvirus intestinihominis,2955861,Viruses;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae;Endlipuvirus,39,0.0169739,0.0173637
Eneladusvirus BF,2560751,Viruses;Uroviricota;Caudoviricetes;;;Eneladusvirus,260,0.113159,0.115758
Eneladusvirus Yen904,2560849,Viruses;Uroviricota;Caudoviricetes;;;Eneladusvirus,109,0.0474398,0.0485294
Enfavirus NF,3059986,Viruses;Uroviricota;Caudoviricetes;;;Enfavirus,5,0.00217614,0.00222612
Engorgivirus musculis,3428498,Viruses;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geplanaviridae;Engorgivirus,1,0.000435227,0.000445224
Enhodamvirus VC8,1922330,Viruses;Uroviricota;Caudoviricetes;;;Enhodamvirus,46,0.0200205,0.0204803
Enhodamvirus VP2,1922331,Viruses;Uroviricota;Caudoviricetes;;;Enhodamvirus,3,0.00130568,0.00133567
Enhodamvirus VP5,1922332,Viruses;Uroviricota;Caudoviricetes;;;Enhodamvirus,5,0.00217614,0.00222612
Enquatrovirus N4,10752,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Enquatrovirus,7,0.00304659,0.00311657
Enterobacter phage Tyrion,1864623,Viruses;Uroviricota;Caudoviricetes;;;Uetakevirus,27,0.0117511,0.0120211
Enterobacter phage phiEap-2,1701257,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;,60,0.0261136,0.0267134
Enterobacteria phage ES18,101570,Viruses;Uroviricota;Caudoviricetes;;;,22,0.009575,0.00979493
Enterobacteria phage HK225,1147144,Viruses;Uroviricota;Caudoviricetes;;;,12,0.00522273,0.00534269
Enterobacteria phage IME10,1090133,Viruses;Uroviricota;Caudoviricetes;;;Lederbergvirus,18,0.00783409,0.00801403
Enterobacteria phage P4,10680,Viruses;Uroviricota;Caudoviricetes;;;,18,0.00783409,0.00801403
Enterobacteria phage Sf101,1524881,Viruses;Uroviricota;Caudoviricetes;;;Lederbergvirus,3,0.00130568,0.00133567
Enterobacteria phage SfI,1225789,Viruses;Uroviricota;Caudoviricetes;;;,1,0.000435227,0.000445224
Enterobacteria phage SfV,55884,Viruses;Uroviricota;Caudoviricetes;;;,7,0.00304659,0.00311657
Enterobacteria phage cdtI,414970,Viruses;Uroviricota;Caudoviricetes;;;,7,0.00304659,0.00311657
Enterobacteria phage mEp237,1147151,Viruses;Uroviricota;Caudoviricetes;;;,19,0.00826932,0.00845926
Enterobacteria phage mEp390,1147158,Viruses;Uroviricota;Caudoviricetes;;;,21,0.00913977,0.00934971
Enterobacteria phage mEp460,1147152,Viruses;Uroviricota;Caudoviricetes;;;,3,0.00130568,0.00133567
Enterobacteria phage phi80,10713,Viruses;Uroviricota;Caudoviricetes;;;,171,0.0744239,0.0761333
Enterobacteria phage phiP27,103807,Viruses;Uroviricota;Caudoviricetes;;;,92,0.0400409,0.0409606
Enterococcus phage EF62phi,977801,Viruses;Uroviricota;Caudoviricetes;;;,8,0.00348182,0.00356179
Enterococcus phage EFC-1,1486428,Viruses;Uroviricota;Caudoviricetes;;;,7,0.00304659,0.00311657
Enterococcus phage phiEf11,663241,Viruses;Uroviricota;Caudoviricetes;;;,7,0.00304659,0.00311657
Enterococcus phage phiFL4A,673839,Viruses;Uroviricota;Caudoviricetes;;;,8,0.00348182,0.00356179
Enterococcus phage vB_EfaS_IME197,1747326,Viruses;Uroviricota;Caudoviricetes;;;,3,0.00130568,0.00133567
Enterococcus phage vB_EfaS_IME198,1747287,Viruses;Uroviricota;Caudoviricetes;;;Saphexavirus,4,0.00174091,0.0017809
Enterovirus AN12,1929150,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus,1,0.000435227,0.000445224
Enterovirus alpharhino,3428501,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus,4,0.00174091,0.0017809
Enterovirus cerhino,3428504,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus,1,0.000435227,0.000445224
Enterovirus eibovi,3428507,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus,6,0.00261136,0.00267134
Enterovirus geswini,3428509,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus,7,0.00304659,0.00311657
Enterovirus hesimi,3428510,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus,2,0.000870455,0.000890448
Enterovirus jesimi,3428512,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Enterovirus,2,0.000870455,0.000890448
Entnonagintavirus ENT90,2734061,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Entnonagintavirus,1281,0.557526,0.570332
Entomobirnavirus drosophilae,3047811,Viruses;;;;Birnaviridae;Entomobirnavirus,5,0.00217614,0.00222612
Eosonovirus caenenecus,2844154,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Solspiviridae;Eosonovirus,1,0.000435227,0.000445224
Eowynvirus eowyn,3059987,Viruses;Uroviricota;Caudoviricetes;;Chimalliviridae;Eowynvirus,50,0.0217614,0.0222612
Epaquintavirus Epa5,2955862,Viruses;Uroviricota;Caudoviricetes;;Mesyanzhinovviridae;Epaquintavirus,116,0.0504864,0.051646
Ephemerovirus adelaide,1972589,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,4,0.00174091,0.0017809
Ephemerovirus berrimah,1972594,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,8,0.00348182,0.00356179
Ephemerovirus guangdong,3059988,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,2,0.000870455,0.000890448
Ephemerovirus hayes,2844818,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,2,0.000870455,0.000890448
Ephemerovirus henan,3059989,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,3,0.00130568,0.00133567
Ephemerovirus kimberley,1972595,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,9,0.00391705,0.00400702
Ephemerovirus koolpinyah,1972596,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,2,0.000870455,0.000890448
Ephemerovirus kotonkan,1972587,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,6,0.00261136,0.00267134
Ephemerovirus obodhiang,1972592,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,2,0.000870455,0.000890448
Ephemerovirus puchong,2845987,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,4,0.00174091,0.0017809
Ephemerovirus yata,1972597,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Ephemerovirus,2,0.000870455,0.000890448
Eponavirus epona,2734105,Viruses;Uroviricota;Caudoviricetes;;;Eponavirus,33,0.0143625,0.0146924
Epseptimavirus EPS7,491003,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,6,0.00261136,0.00267134
Epseptimavirus LVR16A,2732023,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus R201,3052187,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,21,0.00913977,0.00934971
Epseptimavirus RN29,3059990,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,32,0.0139273,0.0142472
Epseptimavirus S113,2732024,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus S124,2732027,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,3,0.00130568,0.00133567
Epseptimavirus S126,2732028,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,3,0.00130568,0.00133567
Epseptimavirus SB10,3428544,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus SB13,2846098,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,9,0.00391705,0.00400702
Epseptimavirus SE24,2846102,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus SH9,2732033,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus STG2,2732034,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,10,0.00435227,0.00445224
Epseptimavirus Sw2,2732035,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,16,0.00696364,0.00712359
Epseptimavirus atrejo,2846124,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus bombadil,2846129,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus ev119,2846081,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus ev123,2732021,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epseptimavirus ev23,2846085,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,2,0.000870455,0.000890448
Epseptimavirus mar003J3,2732019,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,8,0.00348182,0.00356179
Epseptimavirus stitch,1540099,Viruses;Uroviricota;Caudoviricetes;;Demerecviridae;Epseptimavirus,1,0.000435227,0.000445224
Epsilonarterivirus hemcep,2501964,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Arteriviridae;Epsilonarterivirus,1,0.000435227,0.000445224
Epsilonarterivirus safriver,2501965,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Arteriviridae;Epsilonarterivirus,4,0.00174091,0.0017809
Epsilonarterivirus zamalb,2501966,Viruses;Pisuviricota;Pisoniviricetes;Nidovirales;Arteriviridae;Epsilonarterivirus,1,0.000435227,0.000445224
Epsilonentomopoxvirus dlongicaudata,3428560,Viruses;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Epsilonentomopoxvirus,141,0.061367,0.0627766
Epsilonhypovirus entoleucae,2955864,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Epsilonhypovirus,2,0.000870455,0.000890448
Epsilonhypovirus roselliniae,2955866,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Epsilonhypovirus,11,0.0047875,0.00489746
Epsilonhypovirus sinicum,2955868,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Hypoviridae;Epsilonhypovirus,2,0.000870455,0.000890448
Epsilonpapillomavirus 1,40537,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Epsilonpapillomavirus,1,0.000435227,0.000445224
Epsilonpolyomavirus bovis,1891754,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Epsilonpolyomavirus,1,0.000435227,0.000445224
Epsilonpolyomavirus caprae,2955869,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Epsilonpolyomavirus,1,0.000435227,0.000445224
Epsilontectivirus toil,2846063,Viruses;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae;Epsilontectivirus,4,0.00174091,0.0017809
Epsilontorquevirus calli1,3048411,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;Epsilontorquevirus,1,0.000435227,0.000445224
Eptesicus fuscus gammaherpesvirus,2035399,Viruses;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;,141,0.061367,0.0627766
Equid herpesvirus 6,173566,Viruses;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Varicellovirus,323,0.140578,0.143807
Equine hepacivirus,1281455,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,2,0.000870455,0.000890448
Equine parvovirus H,2079554,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;,1,0.000435227,0.000445224
Equispumavirus equcab,3428564,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Equispumavirus,1,0.000435227,0.000445224
Eracentumvirus S2,2733579,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autosignataviridae;Eracentumvirus,7,0.00304659,0.00311657
Eracentumvirus era103,1985737,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autosignataviridae;Eracentumvirus,9,0.00391705,0.00400702
Erethizon dorsatum papillomavirus 2,2268125,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;,2,0.000870455,0.000890448
Ericdabvirus ericdab,3059992,Viruses;Uroviricota;Caudoviricetes;;;Ericdabvirus,59,0.0256784,0.0262682
Erigeron breviscapus amalgavirus 2,2069323,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Amalgaviridae;,1,0.000435227,0.000445224
Ermolevavirus PGT2,2733903,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autonotataviridae;Ermolevavirus,7,0.00304659,0.00311657
Ermolevavirus PhiKT,2733904,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autonotataviridae;Ermolevavirus,1,0.000435227,0.000445224
Errantivirus trichoplusiae,3428575,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;Errantivirus,1,0.000435227,0.000445224
Erskinevirus EaH2,2169883,Viruses;Uroviricota;Caudoviricetes;;Chimalliviridae;Erskinevirus,58,0.0252432,0.025823
Erskinevirus asesino,2169882,Viruses;Uroviricota;Caudoviricetes;;Chimalliviridae;Erskinevirus,60,0.0261136,0.0267134
Erwinia phage phiEt88,925984,Viruses;Uroviricota;Caudoviricetes;;;,16,0.00696364,0.00712359
Erwinia phage vB_EamM_Caitlin,1883379,Viruses;Uroviricota;Caudoviricetes;;Chimalliviridae;Machinavirus,127,0.0552739,0.0565435
Erwinia phage vB_EamM_ChrisDB,1883371,Viruses;Uroviricota;Caudoviricetes;;Chimalliviridae;Machinavirus,96,0.0417818,0.0427415
Erwinia phage vB_EamM_Phobos,1883377,Viruses;Uroviricota;Caudoviricetes;;Chimalliviridae;Derbicusvirus,67,0.0291602,0.02983
Erysipelothrix phage SE-1,1675317,Viruses;Uroviricota;Caudoviricetes;;;,14,0.00609318,0.00623314
Erythroparvovirus primate1,3052189,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Erythroparvovirus,1,0.000435227,0.000445224
Escherichia Stx1 converting phage,194948,Viruses;Uroviricota;Caudoviricetes;;;Traversvirus,1,0.000435227,0.000445224
Escherichia phage 26,2873413,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,2,0.000870455,0.000890448
Escherichia phage D6,2014434,Viruses;Uroviricota;Caudoviricetes;;;,24,0.0104455,0.0106854
Escherichia phage HK639,906669,Viruses;Uroviricota;Caudoviricetes;;;,88,0.0383,0.0391797
Escherichia phage NTEC3,2885687,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,3,0.00130568,0.00133567
Escherichia phage SZH-1,2945916,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,5,0.00217614,0.00222612
Escherichia phage TL-2011b,1124654,Viruses;Uroviricota;Caudoviricetes;;;,10,0.00435227,0.00445224
Escherichia phage ZCEC5,2530021,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,1,0.000435227,0.000445224
Escherichia phage slur01,1720493,Viruses;Uroviricota;Caudoviricetes;;;Seuratvirus,10,0.00435227,0.00445224
Escherichia phage vB_EcoM-Ro157c2YLVW,2178932,Viruses;Uroviricota;Caudoviricetes;;;Punavirus,3,0.00130568,0.00133567
Escherichia phage vB_EcoS-22664BS2,2865787,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,4,0.00174091,0.0017809
Escherichia phage vB_EcoS-Ro145c2YLVW,2144178,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,4,0.00174091,0.0017809
Escherichia phage vB_EcoS-phiEc3,2863832,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,2,0.000870455,0.000890448
Escherichia phage vB_EcoS_L-h 1M,2924880,Viruses;Uroviricota;Caudoviricetes;;;Dhillonvirus,1,0.000435227,0.000445224
Escherichia phage vB_EcoS_XY1,2681674,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,5,0.00217614,0.00222612
Escherichia phage vB_EcoS_fFiEco02,2762426,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,3,0.00130568,0.00133567
Escherichia phage vB_EcoS_fFiEco03,2762427,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,1,0.000435227,0.000445224
Escherichia phage vB_EcoS_fPoEco01,2762429,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,2,0.000870455,0.000890448
Escherichia virus fEg-Eco19,2900297,Viruses;Uroviricota;Caudoviricetes;;Sarkviridae;Kagunavirus,1,0.000435227,0.000445224
Etapolyomavirus rhyndjiddensis,2955873,Viruses;Cossaviricota;Papovaviricetes;Sepolyvirales;Polyomaviridae;Etapolyomavirus,1,0.000435227,0.000445224
Etatorquevirus felid4,3052198,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;Etatorquevirus,1,0.000435227,0.000445224
Etatorquevirus felid5,3052199,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;Etatorquevirus,3,0.00130568,0.00133567
Etatorquevirus viver3,3052200,Viruses;Commensaviricota;Cardeaviricetes;Sanitavirales;Anelloviridae;Etatorquevirus,7,0.00304659,0.00311657
Etheostoma fonticola aquareovirus,1862978,Viruses;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Aquareovirus,13,0.00565795,0.00578791
Eupatorium vein clearing virus,515444,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Caulimovirus,91,0.0396057,0.0405154
Euproctis digramma nucleopolyhedrovirus,307466,Viruses;;Naldaviricetes;Lefavirales;Baculoviridae;Alphabaculovirus,69,0.0300307,0.0307205
Eurybiavirus MED4213,2734106,Viruses;Uroviricota;Caudoviricetes;;;Eurybiavirus,10,0.00435227,0.00445224
Eurybiavirus PHM2,2734108,Viruses;Uroviricota;Caudoviricetes;;;Eurybiavirus,60,0.0261136,0.0267134
Euscelidius variegatus virus 1,1920698,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Iflaviridae;,5,0.00217614,0.00222612
Evevirus ev239,2955874,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Evevirus,17,0.00739886,0.00756881
Exceevirus Xc38,2955875,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Exceevirus,11,0.0047875,0.00489746
Eyrevirus eyre,2560492,Viruses;Uroviricota;Caudoviricetes;;;Eyrevirus,160,0.0696364,0.0712359
Fabavirus alphaviciae,3047701,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae;Fabavirus,1,0.000435227,0.000445224
Fabavirus betaviciae,3047702,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae;Fabavirus,2,0.000870455,0.000890448
Fabavirus cucurbitaceae,3047781,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae;Fabavirus,2,0.000870455,0.000890448
Fabavirus lamii,3048174,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae;Fabavirus,1,0.000435227,0.000445224
Fabavirus persicae,3052201,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae;Fabavirus,1,0.000435227,0.000445224
Fabavirus vitis,3047851,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Secoviridae;Fabavirus,2,0.000870455,0.000890448
Fagihyuvirus agrihabitans,3428646,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Fagihyuvirus,1,0.000435227,0.000445224
Fagihyuvirus caenivicinum,2844276,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Fagihyuvirus,1,0.000435227,0.000445224
Fairfaxidumvirus fairfaxidum,2731208,Viruses;Uroviricota;Caudoviricetes;;;Fairfaxidumvirus,54,0.0235023,0.0240421
