contig_id,contig_length,mapped_reads,total_reads,rpm,rpkm
k141_162439||full,3000,110,4998642,22.0060,7.3353
k141_51148||full,1637,60,4998642,12.0033,7.3325
k141_87563||full,1310,48,4998642,9.6026,7.3302
k141_97249||full,928,34,4998642,6.8018,7.3296
k141_140208||full,1502,55,4998642,11.0030,7.3256
k141_21581||full,1503,55,4998642,11.0030,7.3207
k141_131129||full,1121,41,4998642,8.2022,7.3169
k141_73810||full,1313,48,4998642,9.6026,7.3135
k141_47456||full,1368,50,4998642,10.0027,7.3119
k141_143938||full,2189,80,4998642,16.0043,7.3113
k141_74130||lt2gene,1806,66,4998642,13.2036,7.3110
k141_72568||full,1423,52,4998642,10.4028,7.3105
k141_55071||full,3287,120,4998642,24.0065,7.3035
k141_106770||lt2gene,1645,60,4998642,12.0033,7.2968
k141_145914||full,3021,110,4998642,22.0060,7.2843
k141_91856||full,962,35,4998642,7.0019,7.2785
k141_27568||lt2gene,1540,56,4998642,11.2030,7.2747
k141_103044||full,2393,87,4998642,17.4047,7.2732
k141_24878||full,2673,97,4998642,19.4053,7.2597
k141_126230||full,2260,82,4998642,16.4045,7.2586
k141_73671||full,1130,41,4998642,8.2022,7.2586
k141_85388||full,1351,49,4998642,9.8027,7.2559
k141_81153||full,1241,45,4998642,9.0024,7.2542
k141_22927||full,2374,86,4998642,17.2047,7.2471
k141_13353||full,1464,53,4998642,10.6029,7.2424
k141_121358||full,1383,50,4998642,10.0027,7.2326
k141_8811||full,1024,37,4998642,7.4020,7.2285
k141_65127||full,2494,90,4998642,18.0049,7.2193
k141_65621||full,1442,52,4998642,10.4028,7.2142
k141_125394||full,3551,128,4998642,25.6070,7.2112
k141_25299||full,1221,44,4998642,8.8024,7.2092
k141_90321||lt2gene,1554,56,4998642,11.2030,7.2092
k141_113899||full,1138,41,4998642,8.2022,7.2076
k141_34451||full,1055,38,4998642,7.6021,7.2057
k141_145830||full,1250,45,4998642,9.0024,7.2020
k141_161083||full,1835,66,4998642,13.2036,7.1954
k141_114512||full,1029,37,4998642,7.4020,7.1934
k141_28245||full,1641,59,4998642,11.8032,7.1927
k141_94526||full,2448,88,4998642,17.6048,7.1915
k141_177543||full,1419,51,4998642,10.2028,7.1901
k141_89504||full,2059,74,4998642,14.8040,7.1899
k141_88309||full,1448,52,4998642,10.4028,7.1843
k141_142313||full,1142,41,4998642,8.2022,7.1823
k141_157426||full,2091,75,4998642,15.0041,7.1756
k141_69243||full,3541,127,4998642,25.4069,7.1751
k141_132537||full,2734,98,4998642,19.6053,7.1709
k141_51526||full,2511,90,4998642,18.0049,7.1704
k141_11423||full,2958,106,4998642,21.2058,7.1690
k141_78047||full,1814,65,4998642,13.0035,7.1684
k141_127810||full,1369,49,4998642,9.8027,7.1605
k141_79301||full,1370,49,4998642,9.8027,7.1552
k141_121408||full,1958,70,4998642,14.0038,7.1521
k141_72442||full,979,35,4998642,7.0019,7.1521
k141_109785||full,896,32,4998642,6.4017,7.1448
k141_100217||lt2gene,1764,63,4998642,12.6034,7.1448
k141_86715||full,981,35,4998642,7.0019,7.1375
k141_65087||full,2299,82,4998642,16.4045,7.1355
k141_101685||full,3564,127,4998642,25.4069,7.1288
k141_158231||full,1684,60,4998642,12.0033,7.1278
k141_152631||full,1235,44,4998642,8.8024,7.1274
k141_48653||full,1320,47,4998642,9.4026,7.1231
k141_26138||full,1293,46,4998642,9.2025,7.1172
k141_165733||full,1576,56,4998642,11.2030,7.1085
k141_83224||full,2592,92,4998642,18.4050,7.1007
k141_27414||full,2115,75,4998642,15.0041,7.0941
k141_21447||full,1101,39,4998642,7.8021,7.0864
k141_154611||full,2259,80,4998642,16.0043,7.0847
k141_31033||lt2gene,1017,36,4998642,7.2020,7.0816
k141_5477||full,1074,38,4998642,7.6021,7.0783
k141_61086||full,2233,79,4998642,15.8043,7.0776
k141_54448||full,1923,68,4998642,13.6037,7.0742
k141_89010||full,1923,68,4998642,13.6037,7.0742
k141_131396||full,1839,65,4998642,13.0035,7.0710
k141_156733||full,935,33,4998642,6.6018,7.0607
k141_128861||full,1814,64,4998642,12.8035,7.0581
k141_146963||full,1900,67,4998642,13.4036,7.0545
k141_178043||full,1447,51,4998642,10.2028,7.0510
k141_155199||full,1223,43,4998642,8.6023,7.0338
k141_158242||lt2gene,1223,43,4998642,8.6023,7.0338
k141_117439||full,1110,39,4998642,7.8021,7.0289
k141_121005||full,1909,67,4998642,13.4036,7.0213
k141_116885||full,1140,40,4998642,8.0022,7.0195
k141_145645||full,1571,55,4998642,11.0030,7.0038
k141_48272||full,1000,35,4998642,7.0019,7.0019
k141_116227||full,1343,47,4998642,9.4026,7.0012
k141_94267||full,1143,40,4998642,8.0022,7.0010
k141_30802||full,1315,46,4998642,9.2025,6.9981
k141_83457||full,1430,50,4998642,10.0027,6.9949
k141_11208||full,858,30,4998642,6.0016,6.9949
k141_51008||full,2121,74,4998642,14.8040,6.9797
k141_4971||full,2953,103,4998642,20.6056,6.9779
k141_142239||full,2668,93,4998642,18.6051,6.9734
k141_50282||full,976,34,4998642,6.8018,6.9691
k141_54183||full,1063,37,4998642,7.4020,6.9633
k141_78642||full,1523,53,4998642,10.6029,6.9618
k141_48456||full,1552,54,4998642,10.8029,6.9607
k141_170596||full,1006,35,4998642,7.0019,6.9601
k141_83480||full,5289,184,4998642,36.8100,6.9597
k141_34355||lt2gene,2789,97,4998642,19.4053,6.9578
k141_114393||full,1783,62,4998642,12.4034,6.9565
k141_151842||full,834,29,4998642,5.8016,6.9563
k141_25715||full,2159,75,4998642,15.0041,6.9495
k141_177421||lt2gene,1555,54,4998642,10.8029,6.9472
k141_108724||full,1181,41,4998642,8.2022,6.9452
k141_26032||full,2074,72,4998642,14.4039,6.9450
k141_171950||full,1095,38,4998642,7.6021,6.9425
k141_2606||full,2277,79,4998642,15.8043,6.9408
k141_15841||full,1413,49,4998642,9.8027,6.9375
k141_95208||full,1357,47,4998642,9.4026,6.9289
k141_141746||lt2gene,1617,56,4998642,11.2030,6.9283
k141_115507||full,2426,84,4998642,16.8046,6.9269
k141_156448||full,2571,89,4998642,17.8048,6.9253
k141_164594||full,2516,87,4998642,17.4047,6.9176
k141_38222||full,1475,51,4998642,10.2028,6.9171
k141_109127||full,1157,40,4998642,8.0022,6.9163
k141_105041||full,1157,40,4998642,8.0022,6.9163
k141_67941||full,1101,38,4998642,7.6021,6.9047
k141_138058||full,4669,161,4998642,32.2087,6.8984
k141_140599||full,1074,37,4998642,7.4020,6.8920
k141_82051||full,1832,63,4998642,12.6034,6.8796
k141_153457||full,3986,137,4998642,27.4074,6.8759
k141_137877||full,1310,45,4998642,9.0024,6.8721
k141_106516||full,1310,45,4998642,9.0024,6.8721
k141_22245||full,1048,36,4998642,7.2020,6.8721
k141_74529||full,1486,51,4998642,10.2028,6.8659
k141_168663||full,1050,36,4998642,7.2020,6.8590
k141_178658||full,2071,71,4998642,14.2039,6.8585
k141_67453||full,2392,82,4998642,16.4045,6.8580
k141_46276||full,2335,80,4998642,16.0043,6.8541
k141_142944||full,1343,46,4998642,9.2025,6.8522
k141_128245||full,2044,70,4998642,14.0038,6.8512
k141_119031||full,3650,125,4998642,25.0068,6.8512
k141_150852||full,1577,54,4998642,10.8029,6.8503
k141_77047||full,1286,44,4998642,8.8024,6.8448
k141_84179||full,1784,61,4998642,12.2033,6.8404
k141_46439||full,2137,73,4998642,14.6040,6.8339
k141_102495||full,1201,41,4998642,8.2022,6.8295
k141_54136||full,938,32,4998642,6.4017,6.8249
k141_146785||full,2814,96,4998642,19.2052,6.8249
k141_148956||full,2141,73,4998642,14.6040,6.8211
k141_31392||full,1234,42,4998642,8.4023,6.8090
k141_42706||full,1470,50,4998642,10.0027,6.8046
k141_75978||full,2735,93,4998642,18.6051,6.8026
k141_118738||full,2794,95,4998642,19.0052,6.8021
k141_25410||full,1206,41,4998642,8.2022,6.8012
k141_23087||full,1531,52,4998642,10.4028,6.7948
k141_37430||full,3181,108,4998642,21.6059,6.7922
k141_67416||full,1562,53,4998642,10.6029,6.7880
k141_149779||full,2418,82,4998642,16.4045,6.7843
k141_88174||full,1357,46,4998642,9.2025,6.7815
k141_48908||full,1062,36,4998642,7.2020,6.7815
k141_68590||full,2095,71,4998642,14.2039,6.7799
k141_79050||full,1092,37,4998642,7.4020,6.7784
k141_78506||full,1653,56,4998642,11.2030,6.7774
k141_16008||full,1212,41,4998642,8.2022,6.7675
k141_91122||lt2gene,1036,35,4998642,7.0019,6.7586
k141_30576||full,1303,44,4998642,8.8024,6.7555
k141_177517||full,2073,70,4998642,14.0038,6.7553
k141_52376||full,2547,86,4998642,17.2047,6.7549
k141_109771||full,1393,47,4998642,9.4026,6.7499
k141_4618||full,1453,49,4998642,9.8027,6.7465
k141_115649||full,1394,47,4998642,9.4026,6.7450
k141_58256||lt2gene,1068,36,4998642,7.2020,6.7434
k141_3394||full,2166,73,4998642,14.6040,6.7424
k141_53121||full,2730,92,4998642,18.4050,6.7418
k141_60057||full,1009,34,4998642,6.8018,6.7412
k141_66834||full,1692,57,4998642,11.4031,6.7394
k141_55245||full,1693,57,4998642,11.4031,6.7354
k141_111900||full,1218,41,4998642,8.2022,6.7342
k141_108654||full,1040,35,4998642,7.0019,6.7326
k141_151871||full,922,31,4998642,6.2017,6.7263
k141_127542||full,1963,66,4998642,13.2036,6.7262
k141_139524||full,1131,38,4998642,7.6021,6.7215
k141_6505||full,1518,51,4998642,10.2028,6.7212
k141_122951||full,2293,77,4998642,15.4042,6.7179
k141_21455||full,1610,54,4998642,10.8029,6.7099
k141_88917||full,1670,56,4998642,11.2030,6.7084
k141_153833||full,2745,92,4998642,18.4050,6.7049
k141_47198||full,746,25,4998642,5.0014,6.7042
k141_179649||full,1015,34,4998642,6.8018,6.7013
k141_180023||full,2359,79,4998642,15.8043,6.6996
k141_346||full,1344,45,4998642,9.0024,6.6982
k141_10308||full,1315,44,4998642,8.8024,6.6938
k141_176679||full,1017,34,4998642,6.8018,6.6881
k141_83742||full,2723,91,4998642,18.2049,6.6856
k141_110971||full,1646,55,4998642,11.0030,6.6847
k141_75446||full,1257,42,4998642,8.4023,6.6844
k141_155045||full,899,30,4998642,6.0016,6.6759
k141_22889||full,1140,38,4998642,7.6021,6.6685
k141_43439||full,1920,64,4998642,12.8035,6.6685
k141_45024||full,1020,34,4998642,6.8018,6.6685
k141_141738||full,2792,93,4998642,18.6051,6.6637
k141_113796||full,2762,92,4998642,18.4050,6.6636
k141_163388||full,1622,54,4998642,10.8029,6.6603
k141_132142||full,1052,35,4998642,7.0019,6.6558
k141_138115||full,782,26,4998642,5.2014,6.6514
k141_37932||full,1625,54,4998642,10.8029,6.6480
k141_153326||full,873,29,4998642,5.8016,6.6456
k141_93224||full,1688,56,4998642,11.2030,6.6369
k141_174624||full,1266,42,4998642,8.4023,6.6369
k141_106019||full,1779,59,4998642,11.8032,6.6347
k141_36818||lt2gene,1237,41,4998642,8.2022,6.6307
k141_72736||full,1871,62,4998642,12.4034,6.6293
k141_162332||full,996,33,4998642,6.6018,6.6283
k141_90707||full,1147,38,4998642,7.6021,6.6278
k141_41943||full,1993,66,4998642,13.2036,6.6250
k141_10290||full,1993,66,4998642,13.2036,6.6250
k141_169254||full,1873,62,4998642,12.4034,6.6222
k141_549||full,1571,52,4998642,10.4028,6.6218
k141_71864||full,1815,60,4998642,12.0033,6.6134
k141_17755||full,1150,38,4998642,7.6021,6.6105
k141_54957||full,908,30,4998642,6.0016,6.6097
k141_153857||lt2gene,1120,37,4998642,7.4020,6.6089
k141_76628||full,3362,111,4998642,22.2060,6.6050
k141_157633||full,2455,81,4998642,16.2044,6.6006
k141_165582||full,1152,38,4998642,7.6021,6.5990
k141_93357||full,1243,41,4998642,8.2022,6.5987
k141_122434||full,1791,59,4998642,11.8032,6.5903
k141_114313||full,1519,50,4998642,10.0027,6.5851
k141_71944||full,1733,57,4998642,11.4031,6.5800
k141_15568||full,2008,66,4998642,13.2036,6.5755
k141_94978||full,1217,40,4998642,8.0022,6.5753
k141_148006||full,2282,75,4998642,15.0041,6.5750
k141_128329||full,1248,41,4998642,8.2022,6.5723
k141_46216||full,1645,54,4998642,10.8029,6.5671
k141_118133||full,853,28,4998642,5.6015,6.5668
k141_119402||full,2042,67,4998642,13.4036,6.5640
k141_29243||full,2347,77,4998642,15.4042,6.5634
k141_13862||full,1372,45,4998642,9.0024,6.5615
k141_157217||full,1220,40,4998642,8.0022,6.5592
k141_24629||full,1282,42,4998642,8.4023,6.5540
k141_58497||full,1590,52,4998642,10.4028,6.5427
k141_4675||full,1927,63,4998642,12.6034,6.5404
k141_113483||full,1285,42,4998642,8.4023,6.5387
k141_132503||full,1531,50,4998642,10.0027,6.5335
k141_57164||full,2266,74,4998642,14.8040,6.5331
k141_63817||full,1409,46,4998642,9.2025,6.5312
k141_43735||full,1104,36,4998642,7.2020,6.5235
k141_39905||lt2gene,1995,65,4998642,13.0035,6.5181
k141_40651||full,1413,46,4998642,9.2025,6.5127
k141_165752||full,1844,60,4998642,12.0033,6.5094
k141_101792||full,2305,75,4998642,15.0041,6.5094
k141_180138||full,1076,35,4998642,7.0019,6.5073
k141_179406||full,2521,82,4998642,16.4045,6.5071
k141_20686||full,1046,34,4998642,6.8018,6.5027
k141_83919||full,1723,56,4998642,11.2030,6.5021
k141_161438||full,1510,49,4998642,9.8027,6.4918
k141_98068||full,1541,50,4998642,10.0027,6.4911
k141_15924||full,1202,39,4998642,7.8021,6.4909
k141_122486||full,1973,64,4998642,12.8035,6.4893
k141_69973||full,2683,87,4998642,17.4047,6.4870
k141_158237||full,1977,64,4998642,12.8035,6.4762
k141_180582||full,1699,55,4998642,11.0030,6.4762
k141_116146||full,1051,34,4998642,6.8018,6.4718
k141_30739||full,1175,38,4998642,7.6021,6.4698
k141_180352||full,1270,41,4998642,8.2022,6.4584
k141_113767||lt2gene,1363,44,4998642,8.8024,6.4581
k141_177456||full,2045,66,4998642,13.2036,6.4565
k141_119116||full,930,30,4998642,6.0016,6.4534
k141_46086||full,1364,44,4998642,8.8024,6.4534
k141_9104||full,2697,87,4998642,17.4047,6.4534
k141_175600||full,1117,36,4998642,7.2020,6.4476
k141_55153||full,1832,59,4998642,11.8032,6.4428
k141_154549||full,1087,35,4998642,7.0019,6.4415
k141_166247||full,1835,59,4998642,11.8032,6.4323
k141_26993||full,1121,36,4998642,7.2020,6.4246
k141_93810||full,1558,50,4998642,10.0027,6.4202
k141_180515||full,2307,74,4998642,14.8040,6.4170
k141_29218||full,1716,55,4998642,11.0030,6.4120
k141_113298||full,1437,46,4998642,9.2025,6.4040
k141_94805||full,1845,59,4998642,11.8032,6.3974
k141_62555||full,1720,55,4998642,11.0030,6.3971
k141_73748||full,2909,93,4998642,18.6051,6.3957
k141_91388||lt2gene,1441,46,4998642,9.2025,6.3862
k141_112812||full,1131,36,4998642,7.2020,6.3678
k141_74116||full,1571,50,4998642,10.0027,6.3671
k141_39436||lt2gene,1101,35,4998642,7.0019,6.3596
k141_157368||full,881,28,4998642,5.6015,6.3581
k141_140080||full,1416,45,4998642,9.0024,6.3577
k141_42197||full,2268,72,4998642,14.4039,6.3509
k141_107755||full,1418,45,4998642,9.0024,6.3487
k141_141044||full,1324,42,4998642,8.4023,6.3461
k141_175263||full,2302,73,4998642,14.6040,6.3440
k141_95307||full,1041,33,4998642,6.6018,6.3418
k141_86591||full,1042,33,4998642,6.6018,6.3357
k141_960||full,980,31,4998642,6.2017,6.3282
k141_79041||full,1583,50,4998642,10.0027,6.3188
k141_104405||lt2gene,1047,33,4998642,6.6018,6.3054
k141_138352||full,2507,79,4998642,15.8043,6.3041
k141_68832||full,1143,36,4998642,7.2020,6.3009
k141_129674||full,1112,35,4998642,7.0019,6.2967
k141_58030||full,2038,64,4998642,12.8035,6.2824
k141_20118||full,1434,45,4998642,9.0024,6.2779
k141_93777||full,1244,39,4998642,7.8021,6.2718
k141_12690||full,2489,78,4998642,15.6042,6.2693
k141_9961||full,1309,41,4998642,8.2022,6.2660
k141_81706||full,1569,49,4998642,9.8027,6.2477
k141_107584||full,1763,55,4998642,11.0030,6.2411
k141_59580||full,995,31,4998642,6.2017,6.2328
k141_164230||full,1220,38,4998642,7.6021,6.2312
k141_162014||full,1512,47,4998642,9.4026,6.2186
k141_87132||full,1417,44,4998642,8.8024,6.2120
k141_55336||full,1224,38,4998642,7.6021,6.2108
k141_69039||full,1644,51,4998642,10.2028,6.2061
k141_13228||full,1484,46,4998642,9.2025,6.2011
k141_46862||full,3227,100,4998642,20.0054,6.1994
k141_118385||full,2616,81,4998642,16.2044,6.1943
k141_62309||full,1519,47,4998642,9.4026,6.1900
k141_143791||full,1552,48,4998642,9.6026,6.1872
k141_157664||full,1940,60,4998642,12.0033,6.1872
k141_40191||lt2gene,1294,40,4998642,8.0022,6.1841
k141_43909||full,2006,62,4998642,12.4034,6.1831
k141_80692||full,1328,41,4998642,8.2022,6.1764
k141_124607||full,2041,63,4998642,12.6034,6.1751
k141_20926||full,2334,72,4998642,14.4039,6.1713
k141_7300||full,2886,89,4998642,17.8048,6.1694
k141_159833||full,2436,75,4998642,15.0041,6.1593
k141_138018||full,1949,60,4998642,12.0033,6.1587
k141_31012||full,1625,50,4998642,10.0027,6.1555
k141_152975||full,1040,32,4998642,6.4017,6.1555
k141_80866||full,1268,39,4998642,7.8021,6.1531
k141_5160||full,2471,76,4998642,15.2041,6.1530
k141_17101||full,1724,53,4998642,10.6029,6.1502
k141_70800||full,1399,43,4998642,8.6023,6.1489
k141_68642||full,1758,54,4998642,10.8029,6.1450
k141_33436||full,1107,34,4998642,6.8018,6.1444
k141_154536||full,1824,56,4998642,11.2030,6.1420
k141_41417||full,1401,43,4998642,8.6023,6.1401
k141_124293||full,2444,75,4998642,15.0041,6.1391
k141_84966||full,1760,54,4998642,10.8029,6.1380
k141_20793||full,1141,35,4998642,7.0019,6.1366
k141_61425||full,1076,33,4998642,6.6018,6.1355
k141_9496||full,1109,34,4998642,6.8018,6.1333
k141_37307||lt2gene,1599,49,4998642,9.8027,6.1305
k141_17122||full,979,30,4998642,6.0016,6.1304
k141_134136||full,1371,42,4998642,8.4023,6.1286
k141_36957||full,1241,38,4998642,7.6021,6.1258
k141_85987||full,1535,47,4998642,9.4026,6.1254
k141_40398||full,1764,54,4998642,10.8029,6.1241
k141_15866||full,1013,31,4998642,6.2017,6.1221
k141_64782||full,1896,58,4998642,11.6032,6.1198
k141_56241||full,2355,72,4998642,14.4039,6.1163
k141_174484||full,1440,44,4998642,8.8024,6.1128
k141_131632||full,1506,46,4998642,9.2025,6.1106
k141_159888||full,2030,62,4998642,12.4034,6.1100
k141_96584||full,1965,60,4998642,12.0033,6.1085
k141_149072||full,1441,44,4998642,8.8024,6.1085
k141_47555||full,2817,86,4998642,17.2047,6.1074
k141_69051||full,1343,41,4998642,8.2022,6.1074
k141_66374||full,1212,37,4998642,7.4020,6.1073
k141_4303||full,1638,50,4998642,10.0027,6.1067
k141_19517||full,1999,61,4998642,12.2033,6.1047
k141_770||full,1147,35,4998642,7.0019,6.1045
k141_99757||full,1049,32,4998642,6.4017,6.1027
k141_117496||full,2297,70,4998642,14.0038,6.0966
k141_156991||full,2725,83,4998642,16.6045,6.0934
k141_8598||full,985,30,4998642,6.0016,6.0930
k141_140521||full,1610,49,4998642,9.8027,6.0886
k141_68842||full,1643,50,4998642,10.0027,6.0881
k141_177217||full,1479,45,4998642,9.0024,6.0868
k141_37849||full,1151,35,4998642,7.0019,6.0833
k141_103058||full,1744,53,4998642,10.6029,6.0796
k141_38108||full,1119,34,4998642,6.8018,6.0785
k141_141356||full,1877,57,4998642,11.4031,6.0752
k141_87606||full,1943,59,4998642,11.8032,6.0747
k141_139775||full,1219,37,4998642,7.4020,6.0722
k141_132369||full,1417,43,4998642,8.6023,6.0708
k141_84670||full,1121,34,4998642,6.8018,6.0677
k141_168602||lt2gene,1121,34,4998642,6.8018,6.0677
k141_48207||full,1352,41,4998642,8.2022,6.0667
k141_65932||full,1782,54,4998642,10.8029,6.0623
k141_34851||full,1520,46,4998642,9.2025,6.0543
k141_18979||full,1289,39,4998642,7.8021,6.0528
k141_126205||full,2149,65,4998642,13.0035,6.0510
k141_77030||full,1819,55,4998642,11.0030,6.0489
k141_40757||full,1026,31,4998642,6.2017,6.0445
k141_148296||full,1324,40,4998642,8.0022,6.0439
k141_149073||full,1291,39,4998642,7.8021,6.0435
k141_155760||full,1854,56,4998642,11.2030,6.0426
k141_2383||lt2gene,1888,57,4998642,11.4031,6.0398
k141_17885||lt2gene,1226,37,4998642,7.4020,6.0375
k141_137923||full,1328,40,4998642,8.0022,6.0257
k141_121709||full,1229,37,4998642,7.4020,6.0228
k141_110101||full,1894,57,4998642,11.4031,6.0206
k141_97496||full,2027,61,4998642,12.2033,6.0204
k141_112152||full,1631,49,4998642,9.8027,6.0102
k141_162863||full,3330,100,4998642,20.0054,6.0076
k141_117437||full,1200,36,4998642,7.2020,6.0016
k141_92772||full,1834,55,4998642,11.0030,5.9994
k141_27940||full,1168,35,4998642,7.0019,5.9948
k141_41983||full,1670,50,4998642,10.0027,5.9897
k141_129721||full,835,25,4998642,5.0014,5.9897
k141_84112||full,1305,39,4998642,7.8021,5.9786
k141_12553||full,1373,41,4998642,8.2022,5.9739
k141_142554||full,1775,53,4998642,10.6029,5.9735
k141_51380||full,1273,38,4998642,7.6021,5.9718
k141_135843||full,1040,31,4998642,6.2017,5.9632
k141_153220||full,1208,36,4998642,7.2020,5.9619
k141_169676||full,906,27,4998642,5.4015,5.9619
k141_160004||full,1443,43,4998642,8.6023,5.9614
k141_160623||full,2015,60,4998642,12.0033,5.9570
k141_44251||full,1713,51,4998642,10.2028,5.9561
k141_104116||full,1144,34,4998642,6.8018,5.9457
k141_134295||full,1178,35,4998642,7.0019,5.9439
k141_131463||full,1885,56,4998642,11.2030,5.9433
k141_9521||full,876,26,4998642,5.2014,5.9377
k141_149913||full,2225,66,4998642,13.2036,5.9342
k141_65378||full,1551,46,4998642,9.2025,5.9333
k141_75184||full,1315,39,4998642,7.8021,5.9332
k141_44516||full,1282,38,4998642,7.6021,5.9298
k141_161956||full,945,28,4998642,5.6015,5.9275
k141_145718||full,1080,32,4998642,6.4017,5.9275
k141_98658||full,3074,91,4998642,18.2049,5.9222
k141_175521||full,1589,47,4998642,9.4026,5.9173
k141_150969||lt2gene,1050,31,4998642,6.2017,5.9064
k141_141213||full,2339,69,4998642,13.8037,5.9016
k141_126433||full,1763,52,4998642,10.4028,5.9006
k141_41403||full,1797,53,4998642,10.6029,5.9003
k141_121504||full,2002,59,4998642,11.8032,5.8957
k141_128860||full,1052,31,4998642,6.2017,5.8951
k141_123397||full,1052,31,4998642,6.2017,5.8951
k141_168782||full,1905,56,4998642,11.2030,5.8809
k141_53255||full,1361,40,4998642,8.0022,5.8796
k141_49778||full,1157,34,4998642,6.8018,5.8789
k141_92672||lt2gene,1294,38,4998642,7.6021,5.8749
k141_82006||full,2692,79,4998642,15.8043,5.8708
k141_99672||full,852,25,4998642,5.0014,5.8701
k141_103979||full,1364,40,4998642,8.0022,5.8667
k141_126411||full,1741,51,4998642,10.2028,5.8603
k141_121029||full,2219,65,4998642,13.0035,5.8601
k141_96966||full,1537,45,4998642,9.0024,5.8572
k141_83173||full,1059,31,4998642,6.2017,5.8562
k141_71666||full,1675,49,4998642,9.8027,5.8523
k141_67709||lt2gene,1675,49,4998642,9.8027,5.8523
k141_53572||full,1573,46,4998642,9.2025,5.8503
k141_88134||full,2086,61,4998642,12.2033,5.8501
k141_107395||full,684,20,4998642,4.0011,5.8495
k141_53275||full,992,29,4998642,5.8016,5.8484
k141_168368||full,2123,62,4998642,12.4034,5.8424
k141_5873||full,1130,33,4998642,6.6018,5.8423
k141_77303||full,1267,37,4998642,7.4020,5.8422
k141_170628||full,1815,53,4998642,10.6029,5.8418
k141_11323||full,1096,32,4998642,6.4017,5.8410
k141_105969||full,960,28,4998642,5.6015,5.8349
k141_94153||full,2299,67,4998642,13.4036,5.8302
k141_51386||full,1890,55,4998642,11.0030,5.8217
k141_170482||full,1581,46,4998642,9.2025,5.8207
k141_144945||full,1481,43,4998642,8.6023,5.8085
k141_33775||full,2067,60,4998642,12.0033,5.8071
k141_164388||full,1516,44,4998642,8.8024,5.8063
k141_28983||full,1551,45,4998642,9.0024,5.8043
k141_2686||full,1276,37,4998642,7.4020,5.8009
k141_76965||full,2553,74,4998642,14.8040,5.7987
k141_133950||full,1553,45,4998642,9.0024,5.7968
k141_140734||full,932,27,4998642,5.4015,5.7956
k141_51870||full,1450,42,4998642,8.4023,5.7947
k141_146671||lt2gene,1037,30,4998642,6.0016,5.7875
k141_157540||full,1694,49,4998642,9.8027,5.7867
k141_85023||full,1072,31,4998642,6.2017,5.7852
k141_5144||full,2352,68,4998642,13.6037,5.7839
k141_122566||full,1349,39,4998642,7.8021,5.7836
k141_169945||lt2gene,1211,35,4998642,7.0019,5.7819
k141_12461||full,1177,34,4998642,6.8018,5.7790
k141_113997||full,1386,40,4998642,8.0022,5.7736
k141_150247||full,1525,44,4998642,8.8024,5.7721
k141_143018||full,1179,34,4998642,6.8018,5.7692
k141_74057||full,1769,51,4998642,10.2028,5.7675
k141_90585||full,1145,33,4998642,6.6018,5.7658
k141_34278||full,2221,64,4998642,12.8035,5.7647
k141_135153||full,5452,157,4998642,31.4085,5.7609
k141_49836||full,1285,37,4998642,7.4020,5.7603
k141_180437||full,1841,53,4998642,10.6029,5.7593
k141_8006||full,1460,42,4998642,8.4023,5.7550
k141_5578||full,2642,76,4998642,15.2041,5.7548
k141_19425||full,1704,49,4998642,9.8027,5.7527
k141_137745||full,1287,37,4998642,7.4020,5.7514
k141_56381||full,2331,67,4998642,13.4036,5.7502
k141_167988||full,2437,70,4998642,14.0038,5.7463
k141_37280||full,2508,72,4998642,14.4039,5.7432
k141_126314||full,1150,33,4998642,6.6018,5.7407
k141_8296||lt2gene,1185,34,4998642,6.8018,5.7400
k141_140632||full,1290,37,4998642,7.4020,5.7380
k141_52511||full,1116,32,4998642,6.4017,5.7363
k141_128796||full,1570,45,4998642,9.0024,5.7340
k141_77813||full,2199,63,4998642,12.6034,5.7314
k141_144748||full,1222,35,4998642,7.0019,5.7299
k141_58667||full,978,28,4998642,5.6015,5.7275
k141_35860||full,839,24,4998642,4.8013,5.7227
k141_177653||full,1644,47,4998642,9.4026,5.7193
k141_74981||full,1575,45,4998642,9.0024,5.7158
k141_14949||full,1856,53,4998642,10.6029,5.7128
k141_170016||full,1716,49,4998642,9.8027,5.7125
k141_144432||full,1366,39,4998642,7.8021,5.7117
k141_60702||full,1016,29,4998642,5.8016,5.7102
k141_33882||full,1927,55,4998642,11.0030,5.7099
k141_61062||full,2103,60,4998642,12.0033,5.7077
k141_9478||full,1684,48,4998642,9.6026,5.7023
k141_20072||full,1228,35,4998642,7.0019,5.7019
k141_24519||full,1614,46,4998642,9.2025,5.7017
k141_129755||full,3229,92,4998642,18.4050,5.6999
k141_67491||full,1264,36,4998642,7.2020,5.6978
k141_132004||full,1898,54,4998642,10.8029,5.6917
k141_130482||full,880,25,4998642,5.0014,5.6834
k141_170030||full,845,24,4998642,4.8013,5.6820
k141_100275||full,1937,55,4998642,11.0030,5.6804
k141_107607||full,1201,34,4998642,6.8018,5.6635
k141_161831||full,2580,73,4998642,14.6040,5.6605
k141_123424||full,3146,89,4998642,17.8048,5.6595
k141_148703||full,850,24,4998642,4.8013,5.6486
k141_74076||full,1169,33,4998642,6.6018,5.6474
k141_40017||full,1240,35,4998642,7.0019,5.6467
k141_8666||full,2799,79,4998642,15.8043,5.6464
k141_58164||full,1312,37,4998642,7.4020,5.6418
k141_121673||full,1809,51,4998642,10.2028,5.6400
