LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	ANI_CI95	COVERED_SIG_LEN	BEST_SIG_COV	DEPTH	REL_ABUNDANCE
family	Gordoniaceae	85026	685	232913	0.989266	201110	0.064722	0.088287	0.001695
family	Ectothiorhodospiraceae	72276	204	206311	0.985465	99357	0.030974	0.087901	0.001687
family	Bacteroidaceae	815	495	259733	0.977687	106475	0.019629	0.085726	0.001646
family	Barnesiellaceae	2005519	208	224243	0.987638	179273	0.058735	0.084952	0.001631
family	Methylophilaceae	32011	241	101690	0.958887	52262	0.022314	0.079390	0.001524
family	Caulobacteraceae	76892	396	166248	0.987285	161660	0.023862	0.077489	0.001488
family	Dermabacteraceae	85020	315	85803	0.937030	14510	0.006883	0.074496	0.001430
family	Rhodospirillaceae	41295	362	199868	0.986037	189138	0.043392	0.072753	0.001397
family	Clostridiaceae	31979	406	314955	0.984790	243990	0.022839	0.072576	0.001393
family	Methylocystaceae	31993	516	215048	0.986726	190513	0.057564	0.070531	0.001354
family	Nocardiaceae	85025	355	179032	0.986566	55134	0.012289	0.069590	0.001336
family	Sterolibacteriaceae	2008793	273	138956	0.985537	120633	0.039253	0.062253	0.001195
family	Fusobacteriaceae	203492	115	22303	0.984213	20231	0.026113	0.062002	0.001190
family	Nakamurellaceae	85031	557	183481	0.987272	158030	0.053151	0.061711	0.001185
family	Alcanivoracaceae	224372	317	163784	0.987729	147032	0.053991	0.060142	0.001155
family	Isosphaeraceae	1763524	656	400981	0.972870	35425	0.004610	0.057639	0.001107
family	Nitrosomonadaceae	206379	111	110999	0.984998	102919	0.048480	0.055389	0.001063
family	Rhizobacter - no_f_rank	Rhizobacter - no_f_rank	565	156730	0.988253	149547	0.026207	0.054725	0.001051
family	Pseudonocardiaceae	2070	750	163009	0.980757	27986	0.012513	0.051281	0.000984
family	Desulfosarcinaceae	3031624	331	316726	0.985759	303150	0.048699	0.050880	0.000977
family	Sphaerotilaceae	2975441	254	106061	0.967731	26484	0.006664	0.045486	0.000873
family	Trueperaceae	332247	192	104142	0.986896	91266	0.038872	0.044627	0.000857
family	Veillonellaceae	31977	26	8554	0.974863	6521	0.030014	0.042739	0.000820
family	Intestinimonas - no_f_rank	Intestinimonas - no_f_rank	115	110730	0.968922	82826	0.019939	0.042133	0.000809
family	Selenomonadaceae	1843491	185	126186	0.772440	7809	0.002123	0.040229	0.000772
family	Sulfuricellaceae	2772226	156	96404	0.979682	41243	0.010753	0.038779	0.000744
family	Spirosomataceae	2896860	229	225508	0.957897	22362	0.003139	0.036689	0.000704
family	Glycomycetaceae	85034	383	139649	0.987177	133718	0.033481	0.034966	0.000671
family	Halomonadaceae	28256	190	53742	0.984808	42959	0.017505	0.033549	0.000644
family	Anaeromyxobacteraceae	1524215	189	27568	0.986804	26492	0.029762	0.032387	0.000622
family	Casimicrobiaceae	2705999	153	101735	0.988738	96443	0.030369	0.032036	0.000615
family	Intrasporangiaceae	85021	321	39703	0.712831	3971	0.002642	0.028148	0.000540
family	Paraconexibacteraceae	2758916	244	65142	0.987921	60927	0.024624	0.026327	0.000505
family	Streptomycetaceae	2062	224	40262	0.982676	22473	0.014065	0.026166	0.000502
family	Gemmatimonadaceae	219687	128	87597	0.987441	85203	0.022589	0.023223	0.000446
family	Pectobacteriaceae	1903410	59	8217	0.692911	5211	0.001530	0.022846	0.000439
family	Pseudobdellovibrionaceae	213483	37	55945	0.984224	54389	0.021849	0.022474	0.000431
family	Kribbellaceae	2726069	275	77467	0.988021	73919	0.021323	0.022347	0.000429
family	Polyangiaceae	49	324	184517	0.987757	177519	0.020755	0.021573	0.000414
family	Jiangellaceae	1217100	107	51865	0.958494	12885	0.004981	0.020049	0.000385
family	Odoribacteraceae	1853231	80	61673	0.985928	58677	0.018566	0.019514	0.000375
family	Kineosporiaceae	83778	219	38420	0.975417	27015	0.013302	0.018918	0.000363
family	Usitatibacteraceae	2803844	129	47348	0.987351	45624	0.016990	0.017632	0.000338
family	Streptosporangiaceae	2004	272	59476	0.987507	57450	0.015132	0.015666	0.000301
family	Oceanospirillaceae	135620	50	30994	0.977400	28637	0.010353	0.015297	0.000294
family	Tissierellaceae	1737406	25	32544	0.979658	32544	0.015260	0.015260	0.000293
family	Frankiaceae	74712	130	26191	0.983330	24611	0.012505	0.013308	0.000255
family	Verrucomicrobiaceae	203557	72	57982	0.986649	57982	0.013232	0.013232	0.000254
family	Prevotellaceae	171552	31	26495	0.965798	26495	0.011930	0.011930	0.000229
family	Gemmataceae	1914233	131	82833	0.984749	82159	0.011232	0.011464	0.000220
family	Geoalkalibacteraceae	3031665	50	32587	0.978170	32290	0.007396	0.010702	0.000205
family	Idiomarinaceae	267893	29	19685	0.918924	16579	0.004163	0.009373	0.000180
family	Chromatiaceae	1046	30	14997	0.940801	14997	0.004931	0.007189	0.000138
