Contig_ID	Length(bp)	Mapped_Reads	RPM	RPKM
k141_114125	1184	44	10.8415	9.1567
k141_114129	1417	30	7.3919	5.2166
k141_114131	2262	64	15.7694	6.9714
k141_114132	2300	116	28.5821	12.4270
k141_114144	1216	24	5.9135	4.8631
k141_114146	1754	49	12.0735	6.8834
k141_114148	1155	25	6.1599	5.3333
k141_114150	1152	22	5.4207	4.7055
k141_114151	3730	131	32.2780	8.6536
k141_114152	1395	50	12.3199	8.8314
k141_114154	1193	36	8.8703	7.4353
k141_114155	1019	25	6.1599	6.0451
k141_114161	1125	39	9.6095	8.5418
k141_114165	1305	31	7.6383	5.8531
k141_114170	1263	26	6.4063	5.0723
k141_114174	1235	39	9.6095	7.7810
k141_114175	1691	45	11.0879	6.5570
k141_114177	1973	66	16.2622	8.2424
k141_114179	2728	120	29.5677	10.8386
k141_11418	1002	27	6.6527	6.6394
k141_114181	1032	29	7.1455	6.9240
k141_114186	2583	82	20.2046	7.8221
k141_114187	5367	228	56.1786	10.4674
k141_114193	1338	30	7.3919	5.5246
k141_11420	1960	48	11.8271	6.0342
k141_114200	1306	27	6.6527	5.0940
k141_114201	1018	33	8.1311	7.9873
k141_114202	1287	58	14.2910	11.1041
k141_114206	1081	42	10.3487	9.5732
k141_114213	1409	41	10.1023	7.1698
k141_114214	5579	286	70.4696	12.6312
k141_114217	1072	31	7.6383	7.1253
k141_114219	1393	49	12.0735	8.6672
k141_11422	1405	60	14.7838	10.5223
k141_11423	1278	30	7.3919	5.7840
k141_114244	2903	113	27.8429	9.5911
k141_114246	1141	23	5.6671	4.9668
k141_114247	1875	38	9.3631	4.9936
k141_11425	1425	44	10.8415	7.6081
k141_114254	1414	62	15.2766	10.8038
k141_114257	2002	63	15.5230	7.7538
k141_114259	1830	44	10.8415	5.9243
k141_114264	4479	175	43.1195	9.6270
k141_114265	8157	443	109.1540	13.3816
k141_114267	1001	18	4.4351	4.4307
k141_114268	1328	35	8.6239	6.4939
k141_114270	1330	20	4.9279	3.7052
k141_114271	1365	41	10.1023	7.4009
k141_114277	1363	36	8.8703	6.5079
k141_114281	1515	75	18.4798	12.1979
k141_114282	13314	707	174.2028	13.0842
k141_114284	1308	33	8.1311	6.2164
k141_114306	1130	19	4.6815	4.1430
k141_114309	1470	30	7.3919	5.0285
k141_11431	4043	202	49.7722	12.3107
k141_114319	4453	316	77.8615	17.4852
k141_114323	1261	30	7.3919	5.8619
k141_11433	1149	31	7.6383	6.6478
k141_114330	1849	90	22.1757	11.9934
k141_114332	2211	88	21.6830	9.8069
k141_114337	1648	61	15.0302	9.1203
k141_114339	1048	25	6.1599	5.8778
k141_114340	1492	41	10.1023	6.7710
k141_114342	1097	54	13.3054	12.1289
k141_114349	1124	35	8.6239	7.6725
k141_114350	2104	65	16.0158	7.6121
k141_114352	1420	32	7.8847	5.5526
k141_114353	6524	353	86.9782	13.3320
k141_114356	1105	16	3.9424	3.5677
k141_114360	1793	82	20.2046	11.2686
k141_114372	1203	25	6.1599	5.1205
k141_114380	1807	76	18.7262	10.3631
k141_114384	1179	27	6.6527	5.6427
k141_114391	2752	153	37.6988	13.6987
k141_114395	1154	40	9.8559	8.5406
k141_114398	1134	25	6.1599	5.4320
k141_114400	1704	39	9.6095	5.6394
k141_114401	1006	24	5.9135	5.8783
k141_114405	1456	54	13.3054	9.1384
k141_114406	1085	30	7.3919	6.8128
k141_114410	1274	37	9.1167	7.1560
k141_114412	4639	391	96.3413	20.7677
k141_114415	1067	35	8.6239	8.0824
k141_114417	1783	48	11.8271	6.6332
k141_114418	1906	115	28.3357	14.8666
k141_114420	1155	38	9.3631	8.1066
k141_114428	1126	25	6.1599	5.4706
k141_114429	1922	57	14.0446	7.3073
k141_114431	1893	110	27.1037	14.3178
k141_114434	1124	31	7.6383	6.7957
k141_11444	1079	20	4.9279	4.5671
k141_114444	1157	31	7.6383	6.6018
k141_114446	2104	57	14.0446	6.6752
k141_114448	4027	178	43.8587	10.8912
k141_114451	11081	814	200.5673	18.1001
k141_114452	1450	55	13.5518	9.3461
k141_114456	1280	33	8.1311	6.3524
k141_114457	6322	259	63.8169	10.0944
k141_114459	1922	53	13.0591	6.7945
k141_11446	2059	60	14.7838	7.1801
k141_114461	1254	38	9.3631	7.4666
k141_114463	1083	30	7.3919	6.8254
k141_114464	1013	23	5.6671	5.5944
k141_114466	1058	26	6.4063	6.0551
k141_114468	2246	123	30.3069	13.4937
k141_11447	1434	40	9.8559	6.8730
k141_114470	1001	19	4.6815	4.6769
k141_114471	1019	21	5.1743	5.0779
k141_114474	1428	43	10.5951	7.4195
k141_114481	3730	180	44.3515	11.8905
k141_114482	1686	33	8.1311	4.8227
k141_114488	1376	30	7.3919	5.3720
k141_114489	5727	265	65.2953	11.4013
k141_11449	2277	74	18.2334	8.0076
k141_114490	1284	38	9.3631	7.2921
k141_114494	2162	82	20.2046	9.3453
k141_11450	1232	43	10.5951	8.5999
k141_114504	1036	23	5.6671	5.4702
k141_114505	2330	90	22.1757	9.5175
k141_114506	2863	83	20.4510	7.1432
k141_114508	20381	1366	336.5785	16.5143
k141_114516	1318	43	10.5951	8.0388
k141_114517	1294	44	10.8415	8.3783
k141_114520	1015	22	5.4207	5.3406
k141_114522	1239	57	14.0446	11.3355
k141_114523	5846	241	59.3817	10.1577
k141_114525	1130	35	8.6239	7.6318
k141_11453	1289	56	13.7982	10.7046
k141_114532	1755	31	7.6383	4.3523
k141_114537	1009	23	5.6671	5.6166
k141_114539	1032	29	7.1455	6.9240
k141_11454	1487	38	9.3631	6.2966
k141_114540	1378	40	9.8559	7.1523
k141_114541	1810	116	28.5821	15.7912
k141_114542	1827	54	13.3054	7.2827
k141_114543	1970	88	21.6830	11.0066
k141_114547	2143	83	20.4510	9.5431
k141_114550	11621	803	197.8569	17.0258
k141_114552	4019	164	40.4091	10.0545
k141_114556	1145	30	7.3919	6.4558
k141_114560	1042	28	6.8991	6.6210
k141_11457	2693	92	22.6685	8.4176
k141_114571	2456	97	23.9005	9.7315
k141_114572	1617	54	13.3054	8.2285
k141_114573	2631	139	34.2492	13.0176
k141_114575	1012	24	5.9135	5.8434
k141_114586	1416	42	10.3487	7.3084
k141_11459	1340	33	8.1311	6.0680
k141_114593	3936	160	39.4235	10.0161
k141_114598	1348	31	7.6383	5.6664
k141_11460	1793	42	10.3487	5.7717
k141_114600	1343	33	8.1311	6.0544
k141_114602	1133	61	15.0302	13.2659
k141_114604	1406	26	6.4063	4.5564
k141_114609	1080	31	7.6383	7.0725
k141_114612	1385	48	11.8271	8.5394
k141_114618	6854	563	138.7216	20.2395
k141_114620	3361	170	41.8875	12.4628
k141_114623	1339	32	7.8847	5.8885
k141_114626	1211	45	11.0879	9.1560
k141_114628	1055	16	3.9424	3.7368
k141_114629	5089	236	58.1497	11.4266
k141_11463	4238	204	50.2650	11.8606
k141_114631	1367	28	6.8991	5.0469
k141_114633	2840	108	26.6109	9.3700
k141_114635	2559	87	21.4366	8.3769
k141_114637	1661	53	13.0591	7.8622
k141_114644	1065	21	5.1743	4.8585
k141_11465	1294	44	10.8415	8.3783
k141_114650	1856	49	12.0735	6.5051
k141_114654	1945	49	12.0735	6.2074
k141_114657	2760	84	20.6974	7.4990
k141_114667	2822	115	28.3357	10.0410
k141_114672	1270	29	7.1455	5.6264
k141_114673	1075	24	5.9135	5.5010
k141_114678	1037	27	6.6527	6.4154
k141_11468	1517	40	9.8559	6.4970
k141_114686	1346	33	8.1311	6.0409
k141_114688	2279	62	15.2766	6.7032
k141_114689	1141	62	15.2766	13.3888
k141_114693	2452	79	19.4654	7.9386
k141_114696	1112	37	9.1167	8.1985
k141_114723	1985	66	16.2622	8.1926
k141_114725	1597	55	13.5518	8.4858
k141_114728	1293	61	15.0302	11.6243
k141_11473	1063	30	7.3919	6.9538
k141_114730	1411	29	7.1455	5.0642
k141_114732	2633	89	21.9293	8.3287
k141_114736	1310	30	7.3919	5.6427
k141_114739	1140	17	4.1888	3.6743
k141_114741	1199	29	7.1455	5.9596
k141_114744	5209	326	80.3255	15.4205
k141_114745	3176	93	22.9149	7.2150
k141_11475	1556	50	12.3199	7.9176
k141_114759	1522	73	17.9870	11.8180
k141_114761	2507	113	27.8429	11.1061
k141_114762	1319	37	9.1167	6.9118
k141_114763	2430	71	17.4942	7.1993
k141_114766	3536	125	30.7996	8.7103
k141_114774	1943	62	15.2766	7.8624
k141_114776	1741	47	11.5807	6.6517
k141_11478	1614	51	12.5663	7.7858
k141_114782	1084	29	7.1455	6.5918
k141_114784	1590	45	11.0879	6.9735
k141_114785	1235	52	12.8127	10.3746
k141_114786	1058	26	6.4063	6.0551
k141_114789	4877	325	80.0791	16.4197
k141_114797	2050	64	15.7694	7.6924
k141_114798	4439	134	33.0172	7.4380
k141_114800	1602	49	12.0735	7.5365
k141_114801	1053	19	4.6815	4.4459
k141_114803	1085	23	5.6671	5.2232
k141_114804	1268	31	7.6383	6.0239
k141_114806	2852	154	37.9452	13.3048
k141_114808	2092	81	19.9582	9.5402
k141_114809	1475	62	15.2766	10.3570
k141_114810	1126	25	6.1599	5.4706
k141_114811	1044	30	7.3919	7.0804
k141_114815	1711	68	16.7550	9.7925
k141_114817	1166	17	4.1888	3.5924
k141_114824	1313	31	7.6383	5.8175
k141_114835	1091	43	10.5951	9.7113
k141_114841	1324	44	10.8415	8.1884
k141_114843	1210	35	8.6239	7.1272
k141_114847	1047	27	6.6527	6.3541
k141_114848	1050	29	7.1455	6.8053
k141_11485	1409	42	10.3487	7.3447
k141_11486	1199	27	6.6527	5.5486
k141_114863	1400	59	14.5374	10.3839
k141_114867	2153	100	24.6397	11.4444
k141_114879	1830	31	7.6383	4.1739
k141_114880	1022	30	7.3919	7.2328
k141_114883	1521	38	9.3631	6.1559
k141_114884	1097	24	5.9135	5.3906
k141_114891	1232	37	9.1167	7.3999
k141_114895	6422	349	85.9926	13.3903
k141_114899	1132	23	5.6671	5.0063
k141_114900	2081	50	12.3199	5.9202
k141_114901	1012	24	5.9135	5.8434
k141_11491	2596	112	27.5965	10.6304
k141_114914	2727	128	31.5388	11.5654
k141_114915	1235	53	13.0591	10.5741
k141_114918	2966	141	34.7420	11.7134
k141_114924	1276	29	7.1455	5.5999
k141_114931	1828	66	16.2622	8.8962
k141_114934	2453	72	17.7406	7.2322
k141_114937	5382	404	99.5445	18.4958
k141_114938	2317	134	33.0172	14.2500
k141_114940	1066	33	8.1311	7.6277
k141_114945	1190	33	8.1311	6.8329
k141_114948	1846	54	13.3054	7.2077
k141_114952	1050	26	6.4063	6.1013
k141_114957	1004	45	11.0879	11.0437
k141_114960	2288	460	113.3427	49.5379
k141_114963	1013	21	5.1743	5.1079
k141_114968	1431	43	10.5951	7.4040
k141_114969	1327	44	10.8415	8.1699
k141_114973	1282	53	13.0591	10.1865
k141_114981	1153	23	5.6671	4.9151
k141_114985	1231	23	5.6671	4.6037
k141_114988	1423	36	8.8703	6.2335
k141_11499	1959	70	17.2478	8.8044
k141_114990	1426	32	7.8847	5.5292
k141_114992	2216	92	22.6685	10.2295
k141_114993	1847	59	14.5374	7.8708
k141_114997	1208	32	7.8847	6.5271
k141_114998	1043	27	6.6527	6.3785
k141_115002	1010	32	7.8847	7.8066
k141_115005	1035	31	7.6383	7.3800
k141_115009	3826	131	32.2780	8.4365
k141_115021	1554	54	13.3054	8.5621
k141_115023	1383	23	5.6671	4.0977
k141_115028	2064	61	15.0302	7.2821
k141_115031	1519	39	9.6095	6.3262
k141_115033	2529	99	24.3933	9.6454
k141_115034	1122	34	8.3775	7.4666
k141_115036	3592	178	43.8587	12.2101
k141_115038	1371	61	15.0302	10.9630
k141_11504	1461	33	8.1311	5.5654
k141_115040	1298	52	12.8127	9.8711
k141_115041	2979	115	28.3357	9.5118
k141_115047	1108	28	6.8991	6.2266
k141_115048	1773	42	10.3487	5.8368
k141_115049	1216	21	5.1743	4.2552
k141_11505	1104	45	11.0879	10.0434
k141_115050	1258	27	6.6527	5.2883
k141_115057	3270	113	27.8429	8.5146
k141_115058	1068	20	4.9279	4.6142
k141_115068	1319	32	7.8847	5.9778
k141_115075	1395	31	7.6383	5.4755
k141_115081	1213	23	5.6671	4.6720
k141_115086	1524	59	14.5374	9.5390
k141_115089	1662	47	11.5807	6.9679
k141_115094	1093	23	5.6671	5.1849
k141_115097	1599	87	21.4366	13.4062
k141_115099	1436	50	12.3199	8.5793
k141_115101	2243	124	30.5533	13.6216
k141_115104	1288	35	8.6239	6.6956
k141_11511	2298	70	17.2478	7.5056
k141_115113	1160	42	10.3487	8.9213
k141_115115	1009	27	6.6527	6.5934
k141_115116	2145	82	20.2046	9.4194
k141_11512	1431	36	8.8703	6.1987
k141_115123	1006	39	9.6095	9.5522
k141_115124	4298	191	47.0619	10.9497
k141_115132	1235	36	8.8703	7.1824
k141_115133	1368	31	7.6383	5.5836
k141_115135	1086	25	6.1599	5.6721
k141_115141	1323	27	6.6527	5.0285
k141_115147	1220	25	6.1599	5.0491
k141_115149	1045	26	6.4063	6.1305
k141_115160	1221	55	13.5518	11.0990
k141_115162	1844	73	17.9870	9.7543
k141_115170	1276	47	11.5807	9.0758
k141_115171	1087	25	6.1599	5.6669
k141_115174	1048	27	6.6527	6.3480
k141_115175	1325	33	8.1311	6.1367
k141_11518	1176	22	5.4207	4.6095
k141_115184	2165	53	13.0591	6.0319
k141_115185	3379	156	38.4380	11.3755
k141_115187	1539	167	41.1483	26.7371
k141_115188	1005	24	5.9135	5.8841
k141_115194	2228	83	20.4510	9.1791
k141_115200	1922	114	28.0893	14.6146
k141_115203	1206	24	5.9135	4.9034
k141_115204	1373	28	6.8991	5.0249
k141_115206	2157	46	11.3343	5.2546
k141_115209	2953	104	25.6253	8.6777
k141_115211	13259	1037	255.5139	19.2710
k141_115213	1557	49	12.0735	7.7543
k141_115215	1022	47	11.5807	11.3314
k141_115216	1009	18	4.4351	4.3956
k141_115218	1401	30	7.3919	5.2762
k141_115221	1430	31	7.6383	5.3415
k141_115222	1462	65	16.0158	10.9547
k141_115224	1204	23	5.6671	4.7069
k141_115225	1074	20	4.9279	4.5884
k141_115226	1367	26	6.4063	4.6864
k141_115227	1307	28	6.8991	5.2786
k141_115236	1341	37	9.1167	6.7984
k141_115238	1458	27	6.6527	4.5629
k141_115243	1031	19	4.6815	4.5408
k141_115244	1278	58	14.2910	11.1823
k141_115248	1050	26	6.4063	6.1013
k141_115249	1636	46	11.3343	6.9280
k141_115250	1810	52	12.8127	7.0788
k141_115254	1615	40	9.8559	6.1027
k141_115259	1251	44	10.8415	8.6662
k141_11526	7336	656	161.6366	22.0333
k141_115261	1363	36	8.8703	6.5079
k141_115262	1155	23	5.6671	4.9066
k141_115264	2203	100	24.6397	11.1846
k141_115270	1171	36	8.8703	7.5750
k141_115273	1952	57	14.0446	7.1950
k141_11528	1406	36	8.8703	6.3089
k141_115283	1128	30	7.3919	6.5531
k141_115285	1716	55	13.5518	7.8973
k141_115286	1351	46	11.3343	8.3895
k141_115289	1113	30	7.3919	6.6414
k141_115290	1165	34	8.3775	7.1910
k141_115294	5453	157	38.6844	7.0941
k141_115297	1188	30	7.3919	6.2222
k141_115300	2841	143	35.2348	12.4023
k141_115304	1331	20	4.9279	3.7024
k141_115306	1276	51	12.5663	9.8482
k141_115309	1378	44	10.8415	7.8675
k141_115313	1142	39	9.6095	8.4146
k141_115314	1014	27	6.6527	6.5609
k141_115322	1168	25	6.1599	5.2739
k141_115324	1292	28	6.8991	5.3399
k141_115325	1204	36	8.8703	7.3674
k141_115327	1495	55	13.5518	9.0648
k141_115328	1194	19	4.6815	3.9209
k141_115329	2967	92	22.6685	7.6402
k141_11533	1843	64	15.7694	8.5564
k141_115332	1323	35	8.6239	6.5184
k141_115335	1394	39	9.6095	6.8935
k141_115337	1315	45	11.0879	8.4318
k141_11534	3843	189	46.5691	12.1179
k141_115343	2082	78	19.2190	9.2310
k141_115346	1172	29	7.1455	6.0969
k141_115347	1020	25	6.1599	6.0391
k141_115354	1102	37	9.1167	8.2729
k141_115366	1068	24	5.9135	5.5370
k141_115369	1416	34	8.3775	5.9163
k141_115370	2922	158	38.9308	13.3233
k141_115371	3615	105	25.8717	7.1568
k141_115372	1091	25	6.1599	5.6461
k141_115380	1030	17	4.1888	4.0667
k141_115383	1675	74	18.2334	10.8856
k141_115389	1496	36	8.8703	5.9293
k141_115396	1172	31	7.6383	6.5173
k141_1154	7066	348	85.7462	12.1350
k141_11540	1065	37	9.1167	8.5603
k141_115409	1360	46	11.3343	8.3340
k141_11541	1534	63	15.5230	10.1193
k141_115414	1190	32	7.8847	6.6258
k141_115417	2738	135	33.2636	12.1489
k141_115420	1910	44	10.8415	5.6762
k141_115424	2803	208	51.2506	18.2842
k141_115428	1921	52	12.8127	6.6698
k141_115433	1507	69	17.0014	11.2816
k141_115435	2170	77	18.9726	8.7431
k141_115436	1164	55	13.5518	11.6425
k141_115437	3159	84	20.6974	6.5519
k141_115438	1594	66	16.2622	10.2021
k141_11544	1451	62	15.2766	10.5283
k141_115442	7752	401	98.8053	12.7458
k141_115453	1235	42	10.3487	8.3795
k141_115454	2503	90	22.1757	8.8597
k141_115455	1041	29	7.1455	6.8641
k141_115456	1394	25	6.1599	4.4189
k141_11546	1183	34	8.3775	7.0816
k141_115462	1039	26	6.4063	6.1659
k141_115463	1288	42	10.3487	8.0347
k141_115469	3029	79	19.4654	6.4263
k141_115470	1413	36	8.8703	6.2776
k141_115473	1038	14	3.4496	3.3233
k141_115474	1100	26	6.4063	5.8239
k141_115479	1370	30	7.3919	5.3956
k141_11548	7987	433	106.6900	13.3580
k141_115481	1047	27	6.6527	6.3541
k141_115485	2468	86	21.1902	8.5860
k141_115497	2491	78	19.2190	7.7154
k141_115499	1175	31	7.6383	6.5007
k141_115501	1146	42	10.3487	9.0303
k141_115505	1048	28	6.8991	6.5831
k141_115512	1019	25	6.1599	6.0451
k141_115514	1864	60	14.7838	7.9312
k141_115519	1216	38	9.3631	7.6999
k141_115520	2090	65	16.0158	7.6631
k141_115526	1129	44	10.8415	9.6027
k141_115529	1386	45	11.0879	7.9999
k141_115534	1283	40	9.8559	7.6819
k141_115537	1069	19	4.6815	4.3794
k141_115543	1540	56	13.7982	8.9599
k141_115547	2037	92	22.6685	11.1284
k141_115557	1344	43	10.5951	7.8832
k141_11556	1398	41	10.1023	7.2262
k141_115563	1590	37	9.1167	5.7338
k141_115567	1234	36	8.8703	7.1882
k141_11557	2984	126	31.0460	10.4042
k141_115571	1630	65	16.0158	9.8257
k141_115575	1584	54	13.3054	8.3999
k141_11558	1072	40	9.8559	9.1939
k141_115586	2496	97	23.9005	9.5755
k141_11559	2114	74	18.2334	8.6251
k141_115590	2089	86	21.1902	10.1437
k141_115591	1770	48	11.8271	6.6820
k141_115596	2438	75	18.4798	7.5799
k141_115597	1012	31	7.6383	7.5477
k141_115598	1192	34	8.3775	7.0281
k141_115599	1610	62	15.2766	9.4886
k141_1156	1054	24	5.9135	5.6106
k141_115602	1806	145	35.7276	19.7827
k141_115603	1099	31	7.6383	6.9502
k141_11561	1034	20	4.9279	4.7659
k141_115610	1506	56	13.7982	9.1622
k141_115611	1590	47	11.5807	7.2834
k141_115615	4182	216	53.2218	12.7264
k141_115620	1135	43	10.5951	9.3349
k141_115621	1119	48	11.8271	10.5693
k141_115624	1498	53	13.0591	8.7177
k141_115626	1277	25	6.1599	4.8238
k141_115627	1111	33	8.1311	7.3187
k141_115628	7441	347	85.4998	11.4904
k141_11563	1011	17	4.1888	4.1432
k141_115631	1336	34	8.3775	6.2706
k141_115632	1890	56	13.7982	7.3007
k141_11564	2781	193	47.5547	17.0998
k141_115643	1312	37	9.1167	6.9487
k141_115646	1068	35	8.6239	8.0748
k141_115652	2014	114	28.0893	13.9470
k141_115656	1790	51	12.5663	7.0203
k141_115657	1789	49	12.0735	6.7487
k141_115661	1195	32	7.8847	6.5981
k141_115666	1014	28	6.8991	6.8039
k141_115671	2912	117	28.8285	9.8999
k141_115675	1059	23	5.6671	5.3514
k141_115679	1057	32	7.8847	7.4595
k141_11568	1214	44	10.8415	8.9304
k141_115680	1119	30	7.3919	6.6058
k141_115681	1021	25	6.1599	6.0332
k141_115688	1195	39	9.6095	8.0414
k141_11569	2193	78	19.2190	8.7638
k141_115692	1104	26	6.4063	5.8028
k141_115697	1659	58	14.2910	8.6142
k141_115699	1069	32	7.8847	7.3758
k141_115700	1055	23	5.6671	5.3717
k141_115703	11500	692	170.5068	14.8267
k141_115706	1290	36	8.8703	6.8762
k141_115707	3660	162	39.9163	10.9061
k141_115713	1391	44	10.8415	7.7940
k141_115714	1164	20	4.9279	4.2336
k141_115716	1285	31	7.6383	5.9442
k141_115719	1643	35	8.6239	5.2489
k141_11572	1114	29	7.1455	6.4143
k141_115721	1298	32	7.8847	6.0745
k141_115722	3765	245	60.3673	16.0338
k141_115723	1028	32	7.8847	7.6700
k141_11574	1989	57	14.0446	7.0612
k141_115743	1034	41	10.1023	9.7701
k141_115744	1065	20	4.9279	4.6272
k141_115748	1711	59	14.5374	8.4965
k141_115752	2070	46	11.3343	5.4755
k141_115755	7885	519	127.8801	16.2182
k141_115757	8239	420	103.4868	12.5606
k141_115763	1219	26	6.4063	5.2554
k141_115764	1538	48	11.8271	7.6899
k141_115765	1554	43	10.5951	6.8179
k141_115766	1098	16	3.9424	3.5905
k141_115769	1127	36	8.8703	7.8707
k141_115773	1174	55	13.5518	11.5433
k141_115774	1953	66	16.2622	8.3268
k141_115775	1181	40	9.8559	8.3454
k141_115790	1623	73	17.9870	11.0826
k141_115791	1851	67	16.5086	8.9188
k141_115796	1222	30	7.3919	6.0490
k141_115799	1070	23	5.6671	5.2964
k141_115802	2584	90	22.1757	8.5819
k141_115806	1522	45	11.0879	7.2851
k141_115809	1582	66	16.2622	10.2795
k141_115813	1629	53	13.0591	8.0166
k141_115814	6097	235	57.9033	9.4970
k141_115818	1260	35	8.6239	6.8444
k141_115831	2964	171	42.1339	14.2152
k141_115835	1182	33	8.1311	6.8791
k141_11584	2288	140	34.4956	15.0768
k141_115842	1198	32	7.8847	6.5816
k141_115846	1123	54	13.3054	11.8481
k141_115848	1515	42	10.3487	6.8308
k141_115849	1675	57	14.0446	8.3849
k141_11585	1212	49	12.0735	9.9616
k141_115852	2364	112	27.5965	11.6736
k141_115857	2304	131	32.2780	14.0096
k141_115866	1141	24	5.9135	5.1828
k141_115867	1981	105	25.8717	13.0599
k141_115868	1751	36	8.8703	5.0658
k141_115869	1057	21	5.1743	4.8953
k141_115870	1012	24	5.9135	5.8434
k141_115872	1002	25	6.1599	6.1476
k141_115875	1908	53	13.0591	6.8444
k141_115879	1057	25	6.1599	5.8277
k141_115883	2893	88	21.6830	7.4950
k141_115884	1408	31	7.6383	5.4249
k141_115889	1118	22	5.4207	4.8486
k141_115894	1714	72	17.7406	10.3504
k141_115896	1061	31	7.6383	7.1992
k141_115898	1165	27	6.6527	5.7105
k141_115899	4147	209	51.4970	12.4179
k141_115900	1641	39	9.6095	5.8559
k141_115903	1950	60	14.7838	7.5815
k141_115905	1118	22	5.4207	4.8486
k141_115907	1137	29	7.1455	6.2845
k141_115909	1275	29	7.1455	5.6043
k141_115915	1013	42	10.3487	10.2159
k141_115919	1106	24	5.9135	5.3468
k141_11592	1417	26	6.4063	4.5210
k141_115925	2025	55	13.5518	6.6923
k141_115926	1097	39	9.6095	8.7598
k141_115928	1318	28	6.8991	5.2345
k141_11593	2162	72	17.7406	8.2056
k141_115937	1061	32	7.8847	7.4314
k141_115945	2272	70	17.2478	7.5915
k141_115946	3344	133	32.7708	9.7999
k141_115948	1599	45	11.0879	6.9343
k141_115951	1614	42	10.3487	6.4118
k141_115953	1035	17	4.1888	4.0471
k141_115959	1072	29	7.1455	6.6656
k141_11596	1744	58	14.2910	8.1944
k141_115963	1805	62	15.2766	8.4635
k141_115965	1357	47	11.5807	8.5340
k141_115975	1540	39	9.6095	6.2399
k141_115977	4058	188	46.3227	11.4151
k141_115978	1138	28	6.8991	6.0625
k141_115979	1157	38	9.3631	8.0926
k141_115982	7411	368	90.6742	12.2351
k141_115986	1065	24	5.9135	5.5526
k141_115991	1026	22	5.4207	5.2834
k141_115995	1560	32	7.8847	5.0543
k141_115996	1638	84	20.6974	12.6358
k141_116000	1028	25	6.1599	5.9921
k141_116001	2005	79	19.4654	9.7084
k141_116008	1160	38	9.3631	8.0716
k141_11601	1110	18	4.4351	3.9956
k141_11602	1003	18	4.4351	4.4219
k141_116021	1124	27	6.6527	5.9188
k141_116022	1046	37	9.1167	8.7158
k141_116023	1108	20	4.9279	4.4476
k141_116026	1426	57	14.0446	9.8490
k141_116031	1061	29	7.1455	6.7347
k141_116032	1185	41	10.1023	8.5251
k141_116042	1310	37	9.1167	6.9593
k141_116043	1067	26	6.4063	6.0041
k141_116046	2174	77	18.9726	8.7270
k141_116048	1136	28	6.8991	6.0732
k141_116051	1015	26	6.4063	6.3117
k141_116053	1246	40	9.8559	7.9100
k141_116054	1445	44	10.8415	7.5028
k141_116066	1237	32	7.8847	6.3741
k141_116067	1252	41	10.1023	8.0689
k141_116068	1829	45	11.0879	6.0623
k141_11607	1771	42	10.3487	5.8434
k141_116074	1942	49	12.0735	6.2170
k141_116090	1050	22	5.4207	5.1626
k141_116091	3631	145	35.7276	9.8396
k141_116099	1283	23	5.6671	4.4171
k141_116103	6985	321	79.0935	11.3233
k141_116107	1241	28	6.8991	5.5593
k141_116108	1385	47	11.5807	8.3615
k141_116116	1579	39	9.6095	6.0858
k141_116121	1532	55	13.5518	8.8459
k141_116131	1733	46	11.3343	6.5403
k141_116132	1314	30	7.3919	5.6255
k141_116134	1122	19	4.6815	4.1725
k141_116136	1104	35	8.6239	7.8115
k141_116145	1040	19	4.6815	4.5015
k141_116149	2408	73	17.9870	7.4697
k141_11615	1089	24	5.9135	5.4302
k141_116156	1001	26	6.4063	6.3999
k141_116159	1081	23	5.6671	5.2425
k141_116167	1342	33	8.1311	6.0589
k141_116171	2484	52	12.8127	5.1581
k141_116174	1015	32	7.8847	7.7682
k141_116184	1107	27	6.6527	6.0097
k141_116202	2874	104	25.6253	8.9163
k141_116204	1090	32	7.8847	7.2337
k141_116208	1456	107	26.3645	18.1075
k141_116209	1791	56	13.7982	7.7042
k141_11621	1071	48	11.8271	11.0430
k141_116211	1240	28	6.8991	5.5638
k141_116221	2324	128	31.5388	13.5709
k141_116225	1165	29	7.1455	6.1335
k141_11623	1413	23	5.6671	4.0107
k141_116238	1674	39	9.6095	5.7404
k141_116239	1434	44	10.8415	7.5603
k141_116240	1343	46	11.3343	8.4395
k141_11625	1410	35	8.6239	6.1162
k141_116250	1255	44	10.8415	8.6386
k141_116262	1083	24	5.9135	5.4603
k141_116268	1046	30	7.3919	7.0668
k141_116272	1426	34	8.3775	5.8748
k141_116273	1605	71	17.4942	10.8998
k141_116275	1299	72	17.7406	13.6571
k141_11628	2196	78	19.2190	8.7518
k141_116280	1009	25	6.1599	6.1050
k141_116287	2545	65	16.0158	6.2931
k141_116288	1115	30	7.3919	6.6295
k141_116289	1153	55	13.5518	11.7536
k141_116294	1760	57	14.0446	7.9799
k141_116295	2824	134	33.0172	11.6917
k141_116297	2613	81	19.9582	7.6380
k141_116298	1660	54	13.3054	8.0153
k141_116307	1066	33	8.1311	7.6277
k141_11631	1723	65	16.0158	9.2953
k141_116317	1105	24	5.9135	5.3516
k141_116323	1015	21	5.1743	5.0979
k141_116328	1618	59	14.5374	8.9848
k141_116330	1432	75	18.4798	12.9049
k141_116332	1253	35	8.6239	6.8826
k141_116335	1068	30	7.3919	6.9213
k141_116340	2519	70	17.2478	6.8471
k141_116341	1143	21	5.1743	4.5270
k141_116344	1563	44	10.8415	6.9363
k141_116348	1053	40	9.8559	9.3598
