taxonomy_id	count
2786204	2798
3431552	0
2845692	0
2786202	2310
2845722	0
2786170	2066
2845721	0
2786336	1890
2845726	0
2786251	1762
3431551	0
2845691	0
2786151	1640
2845723	0
2786087	1145
2843076	0
2846429	0
2786015	16705
2842926	0
2845716	0
2786703	14935
2842850	0
2845570	0
2786549	14559
3152706	0
3428423	0
2846217	0
2786582	13404
2843140	0
2846666	0
2786522	11901
2842955	94
2845833	0
2786227	8610
2845832	0
2786090	2799
2842759	0
2845009	0
2786745	6604
2845008	0
2786730	4687
3152863	0
3433045	0
2846612	0
2786451	11037
2842398	0
2843834	0
2786548	10628
2842632	0
2844059	0
2786628	10392
2842399	0
2843835	0
2786667	10142
2842642	0
2844081	0
2786554	10032
3152704	0
3428335	0
2846175	0
2786112	9993
2842953	0
2845804	0
12024	9643
2842887	0
2845647	0
2786577	9585
2842954	0
2845831	0
2786381	9430
2842803	0
2845071	0
2786453	9036
2842705	14
2844655	0
2786750	7202
2844654	0
2786110	1781
2842374	317
2843687	0
2786700	5189
2843686	0
2786317	3295
2842981	1
2845974	0
2786332	5593
2845973	0
2786746	3132
2842756	127
2845007	0
2786706	4806
2845006	0
2786614	3590
2842715	0
2844798	0
2786691	8353
3152764	0
3430393	0
2844007	0
2786372	8244
2842552	0
2843848	0
2786485	8092
2842808	0
2845113	0
2786536	7993
2842665	0
2844116	0
1235640	7679
3152703	0
3428327	0
2845852	0
2786736	7665
3152708	0
3428432	0
2846613	0
2786532	5502
3428433	0
2845684	0
2786689	2002
2842777	0
2845030	0
2786006	7341
2842676	195
3428646	0
2845839	0
2786334	2553
3428647	0
2845840	0
2786354	1780
2844276	0
2786704	1554
3428652	0
2845841	0
2785994	1156
2842789	0
2845044	0
2786572	5905
2845045	0
2786702	789
3152830	0
3432270	0
2844066	0
2786412	6108
2843012	0
2846076	0
2786391	3549
2846077	0
2786489	2406
2842626	0
2844054	0
2785986	5856
2843073	0
2846426	0
2786621	5831
2843154	0
2846691	0
2786710	5470
2842861	0
2845580	0
2786518	5454
2843065	0
2846418	0
2786010	5416
2843100	0
2846579	0
2786023	5308
2842948	0
2845783	0
2786533	5292
2843098	0
2846455	0
2786674	5127
2843037	0
2846209	0
2786724	3490
3241305	0
2786181	1339
2842975	0
2845872	0
2785983	4402
2843052	0
2846235	0
2786666	4232
3152774	2
3430500	0
2845641	0
2786099	1511
3430502	0
2845645	0
2786811	1354
3430501	0
2845644	0
2786789	1176
2842927	0
2845717	0
2786647	3995
3152707	0
3428426	0
2846243	0
2786259	3570
2843705	0
2786024	198
2842859	0
2845578	0
2786012	2482
3430785	0
2846427	0
2786280	1261
2842591	0
2843927	0
2785985	3656
3152778	8
3430515	0
2846242	0
2786252	2513
3430516	0
2846244	0
2786778	734
2843040	0
2846215	0
2786569	3141
3152858	0
3432722	0
2846623	0
2786429	2836
3432723	0
2844031	0
2786605	303
2842695	0
2844406	0
2786563	3116
3152767	0
3430429	0
2845663	0
2786583	3053
2842951	41
2852677	0
2845799	0
2848094	2341
2845798	0
